Title,Link,Company Name,Job Description,Skills,Location,Experience,Salary,Job ID,Job Function,Industry,Specialization,Role,Qualification,Employment Type,Vacancies
Data Scientist,https://www.timesjobs.com/job-detail/data-scientist-m-s-fast-and-furious-consulting-delhi-delhi-ncr-5-to-8-yrs-jobid-__PLUS__PRRRwGgsbFzpSvf__PLUS__uAgZw==,M / S Fast And Furious Consulting,"Data Scientist Key Skill : Python, R, SAS, or MatLab.,Rails, Django, SpringResponsibilitiesExperience: 5 YearsSalary - OpenRole- Data ScientistMajor in Data ScientistCan set u...","css, c, orchestration, spring, java, apache, devops, web development, html, c#, python, javascript, groovy, docker, database, security, git, linux, middleware, sas, ruby, django, infrastructure, production environment","Delhi,  Delhi/NCR",5-8Years,As per Industry Standards,70674095,IT Software : Software Products & Services,Consulting Services,Software Engineer,Data Scientist,Any Graduate,Full Time,1.0
Qa Tester - Automation Manual,https://www.timesjobs.com/job-detail/qa-tester-automation-manual-m-s-fast-and-furious-consulting-gurgaon-0-to-3-yrs-jobid-LrDLAQLN__PLUS__ZtzpSvf__PLUS__uAgZw==,M / S Fast And Furious Consulting,"QA Tester - Automation   Manual Key Skill : Core java , Selenium, Cucumber,Manual ,AutomationResponsibilities Execute test cases (manual or automated) and analyze resultsCreat...","security, java, selenium, regression testing, test management, cucumber, testing, test cases, qa tester, agile, jira, sql",Gurgaon,0-3Years,As per Industry Standards,70674091,IT Software : Software Products & Services,Consulting Services,Quality Assurance/Testing,Software Quality Assurance Engineer,Any Graduate,Full Time,1.0
Ios Developer,https://www.timesjobs.com/job-detail/ios-developer-m-s-fast-and-furious-consulting-gurgaon-3-to-6-yrs-jobid-60X5WfoixARzpSvf__PLUS__uAgZw==,M / S Fast And Furious Consulting,"IOS Developer Key Skill : Architech, Development, release,Swift 3.0,Objective-C,iOS applications,iOS frameworksResponsibilities Responsibilities :? Architech, Development, rel...","storage, ios, mobile development, swift, mobile developer, c, ios developer, mobile, web technologies, cocoa touch",Gurgaon,3-6Years,As per Industry Standards,70674082,IT Software : Software Products & Services,Consulting Services,Mobile,Other IT Role,"BCA (Computer Application), MCA/ PGDCA",Full Time,1.0
Software Developer - Php,https://www.timesjobs.com/job-detail/software-developer-php-m-s-fast-and-furious-consulting-gurgaon-3-to-6-yrs-jobid-653CZl8NayVzpSvf__PLUS__uAgZw==,M / S Fast And Furious Consulting,"Software Developer - PHP Key Skill : PHP framework,Cakephp,aravel,Magento,HTML,MySQLResponsibilities Job description: Should be good in PHP framework like codeigniter, Cakephp...","css, wordpress, jquery, apache, codeigniter, oops, debugging, html, mysql, mvc, magento, cakephp, laravel, javascript, drupal, web technologies, php, software developer",Gurgaon,3-6Years,As per Industry Standards,70674081,IT Software : Software Products & Services,Consulting Services,Software Engineer,Software Developer/ Programmer,"BCA (Computer Application), MCA/ PGDCA",Full Time,1.0
Senior .Net Core Developer,https://www.timesjobs.com/job-detail/senior-net-core-developer-m-s-fast-and-furious-consulting-gurgaon-0-to-3-yrs-jobid-xjkFtfYIwe9zpSvf__PLUS__uAgZw==,M / S Fast And Furious Consulting,"Senior .net core Developer Key Skill : as.net,.nt developer ,sql,mvc,Microsoft SQL, Postgres , Azure SQL)Responsibilities Job SummaryBuild next generation of cloud products in...","cli, github, orchestration, microsoft technologies, entity framework, nt, sql, docker, devops, .net, web api, mvc, mongodb, sql database",Gurgaon,0-3Years,As per Industry Standards,70674078,IT Software : Software Products & Services,Consulting Services,Software Engineer,Other IT Role,Any Graduate,Full Time,1.0
Front End Developer,https://www.timesjobs.com/job-detail/front-end-developer-m-s-fast-and-furious-consulting-gurgaon-0-to-3-yrs-jobid-Xd1qdnNtdv1zpSvf__PLUS__uAgZw==,M / S Fast And Furious Consulting,"Front End Developer Key Skill : AngularJs 2, Jquery, Css,HTML 5Responsibilities Job DescriptionWe are looking for a front end developer responsible for building Dynamic web ap...","c#, rest, css, problem solving, jquery, git, infrastructure, html, web api, angularjs",Gurgaon,0-3Years,As per Industry Standards,70674077,IT Software : Software Products & Services,Consulting Services,Software Engineer,Other IT Role,Any Graduate,Full Time,1.0
Angular Developer,https://www.timesjobs.com/job-detail/angular-developer-m-s-fast-and-furious-consulting-gurgaon-2-to-5-yrs-jobid-tGO6CpBgGJpzpSvf__PLUS__uAgZw==,M / S Fast And Furious Consulting,"Angular Developer Key Skill : JSON parsing, Web Services.,angualrResponsibilities Angular DeveloperExperience : 2 to 4 yearsQualification : B.E. / B.Tech/ MCARequirements:- Ca...","git, json, web development",Gurgaon,2-5Years,As per Industry Standards,70674076,IT Software : Software Products & Services,Consulting Services,Software Engineer,Other IT Role,"BE/ B.Tech (Engineering), MCA/ PGDCA",Full Time,1.0
Embedded Systems Developer,https://www.timesjobs.com/job-detail/embedded-systems-developer-m-s-fast-and-furious-consulting-gurgaon-2-to-5-yrs-jobid-jsq82iPhFUFzpSvf__PLUS__uAgZw==,M / S Fast And Furious Consulting,"Embedded Systems Developer Key Skill : PCB designing.,C/C  ,various sensorsResponsibilities Embedded Systems DeveloperExperience : 2 to 4 yearsQualification : B.E. / B.Tech in...","c, c, git",Gurgaon,2-5Years,As per Industry Standards,70674075,IT Software : Software Products & Services,Consulting Services,Software Engineer,Other IT Role,BE/ B.Tech (Engineering),Full Time,1.0
React Js Developer,https://www.timesjobs.com/job-detail/react-js-developer-mind-digital-group-delhi-delhi-ncr-3-to-5-yrs-jobid-XFlwH9BeKb9zpSvf__PLUS__uAgZw==,Mind Digital Group,n We are looking for a great JavaScript developer who is proficient with React.js. Your primary focus will be on developing user interface components and implementing them fol...,"rest, problem solving, svn, bootstrap, knockoutjs, ember.js, javascript, jquery, javascript developer, react.js, git, infrastructure, debugging, json","Delhi,  Delhi/NCR",3-5Years,As per Industry Standards,70674071,IT Software : Software Products & Services,"IT-Hardware/Networking,  Telecom",Software Engineer,Other IT Role,Any Graduate,Full Time,1.0
Sfcc Developer Demandware,https://www.timesjobs.com/job-detail/sfcc-developer-demandware-mind-digital-group-delhi-delhi-ncr-3-to-6-yrs-jobid-ODyHAwReft5zpSvf__PLUS__uAgZw==,Mind Digital Group,"Requirements 3  years experience in Salesforce Commerce Cloud (previously Demandware) development  a must!An expert with the following: HTML5/CSS3, Javascript, jQueryExperienc...","html5, javascript, jquery, salesforce, demandware, git","Delhi,  Delhi/NCR",3-6Years,As per Industry Standards,70674070,IT Software : Software Products & Services,"IT-Hardware/Networking,  Telecom",Software Engineer,Other IT Role,Any Graduate,Full Time,1.0
Ruby On Rails Developer,https://www.timesjobs.com/job-detail/ruby-on-rails-developer-mind-digital-group-delhi-delhi-ncr-3-to-5-yrs-jobid-E2586rejF5JzpSvf__PLUS__uAgZw==,Mind Digital Group,"Deeply understand the business and operations ecosystem, identify problems and solutions for them. You will also help operationalize new technology features by working closely...","css, linux operating system, ajax, t-sql, javascript, jquery, ruby, ror, html, mvc","Delhi,  Delhi/NCR",3-5Years,As per Industry Standards,70674069,IT Software : Software Products & Services,"IT-Hardware/Networking,  Telecom",Software Engineer,Other IT Role,Any Graduate,Full Time,1.0
Java Script Developer,https://www.timesjobs.com/job-detail/java-script-developer-mind-digital-group-delhi-delhi-ncr-3-to-6-yrs-jobid-h4fE8CA__PLUS__3pVzpSvf__PLUS__uAgZw==,Mind Digital Group,"Requirements Minimum 3  years experience in Core JavaScript, jQuery, HTML5 and CSS3 developmentGood Knowledge of DOM, CSS and Modular programming in core JavaScriptComplete cl...","css, html5, bootstrap, jquery, javascript developer, security, java, xml, debugging, json, api, rest, javascript, web programming, soap","Delhi,  Delhi/NCR",3-6Years,As per Industry Standards,70674067,IT Software : Software Products & Services,"IT-Hardware/Networking,  Telecom",Software Engineer,Other IT Role,Any Graduate,Full Time,1.0
Python Developer,https://www.timesjobs.com/job-detail/python-developer-mind-digital-group-delhi-delhi-ncr-2-to-5-yrs-jobid-IbLHfNomKDhzpSvf__PLUS__uAgZw==,Mind Digital Group,"You will test and deliver solid, reliable code that meets all client needs. Develop reusable in-house standard elements, modules, and scripts. You will discover and experiment...","algorithms, css, bootstrap, git, linux, html, shell scripting, data structures, pl / sql, solaris, python, rdbms, svn, javascript, django, php, unix / linux, unix","Delhi,  Delhi/NCR",2-5Years,As per Industry Standards,70674066,IT Software : Software Products & Services,"IT-Hardware/Networking,  Telecom",Software Engineer,Other IT Role,Any Graduate,Full Time,1.0
Android Developer,https://www.timesjobs.com/job-detail/android-developer-mind-digital-group-delhi-delhi-ncr-3-to-6-yrs-jobid-YBbMspsdb9RzpSvf__PLUS__uAgZw==,Mind Digital Group,"We are looking for technologists who are driven, energetic, humble, and collaborative in their relentless pursuit of creating business and customer value. You will also believ...","fundamentals, algorithms, c, software design, java, json, data structures, c#, rest, c, mobile","Delhi,  Delhi/NCR",3-6Years,As per Industry Standards,70674065,IT Software : Software Products & Services,"IT-Hardware/Networking,  Telecom",Software Engineer,Other IT Role,Any Graduate,Full Time,1.0
Ios Developer,https://www.timesjobs.com/job-detail/ios-developer-mind-digital-group-delhi-delhi-ncr-0-to-3-yrs-jobid-P6zVj__PLUS__KCdixzpSvf__PLUS__uAgZw==,Mind Digital Group,You will work side-by-side with team members and clients to deliver highly scalable iOS applications. This employee will be responsible in following documents provided by clie...,"c, graphics, ios, sql, oop, objective c, memory management, database, xml, ios sdk, c, iphone developer, ios developer, mobile, xcode, iphone, cocoa touch","Delhi,  Delhi/NCR",0-3Years,As per Industry Standards,70674064,IT Software : Software Products & Services,"IT-Hardware/Networking,  Telecom",Mobile,Other IT Role,Any Graduate,Full Time,1.0
Magento Developer,https://www.timesjobs.com/job-detail/magento-developer-mind-digital-group-delhi-delhi-ncr-3-to-5-yrs-jobid-pgh16fDAluhzpSvf__PLUS__uAgZw==,Mind Digital Group,"Job Profile : Magento Developer (3-5 years) Location : New Delhi, India Description We are looking for a Magento Developer who will be primarily responsible for working indepe...","rest, css, javascript, security, xml, php, json, html, mysql, soap, magento","Delhi,  Delhi/NCR",3-5Years,As per Industry Standards,70674063,IT Software : Software Products & Services,"IT-Hardware/Networking,  Telecom",Software Engineer,Other IT Role,Any Graduate,Full Time,1.0
Senior Backend Engineer,https://www.timesjobs.com/job-detail/senior-backend-engineer-market-pulse-mumbai-2-to-5-yrs-jobid-Ak76MYhlpzNzpSvf__PLUS__uAgZw==,Market Pulse,"Senior Backend Engineer - Elixir / GolangLocation: Bandra West, Mumbai | IndiaBuild an Intelligence Platform for the Stock MarketJoin us to solve the massive challenge of runn...","algorithms, erlang, infrastructure, linux, cloud computing, big data",Mumbai,2-5Years,As per Industry Standards,70673979,IT Software : Software Products & Services,Research/Surveyor/MR,Software Engineer,Other IT Role,Any Graduate,Full Time,1.0
Android Developer,https://www.timesjobs.com/job-detail/android-developer-market-pulse-mumbai-2-to-5-yrs-jobid-Xyn861FVF15zpSvf__PLUS__uAgZw==,Market Pulse,"Android DeveloperBandra West, Mumbai | IndiaJoin the team behind the most popular stock market app on Android.Overview:Market Pulse is set out with a mammoth task of democrati...","mobile, android development, java",Mumbai,2-5Years,As per Industry Standards,70673978,IT Software : Software Products & Services,Research/Surveyor/MR,Software Engineer,Other IT Role,Any Graduate,Full Time,1.0
2D Animation Trainee,https://www.timesjobs.com/job-detail/2d-animation-trainee-lumicel-animation-studios-thiruvananthapuram-3-to-6-yrs-jobid-0IvQVOcpFwJzpSvf__PLUS__uAgZw==,Lumicel Animation Studios,"Job Details & How to ApplyAre you looking to jump start your career in animation field and build a long term career in story-telling and animation? Then, Lumicel Animation...","2d animation, animator, animation, flash",Thiruvananthapuram,3-6Years,As per Industry Standards,70673973,IT Software : Software Products & Services,Others - other Industry,Graphic Designing/Animation/Web Designing,Web Designer,Any Graduate,Full Time,1.0
2D Animators,https://www.timesjobs.com/job-detail/2d-animators-lumicel-animation-studios-thiruvananthapuram-8-to-11-yrs-jobid-__SLASH__MiLJVx3vgZzpSvf__PLUS__uAgZw==,Lumicel Animation Studios,"Job Details & How to ApplyLumicel Animation Studios is hiring talented and experienced 2D Digital Animators (Multiple Positions - Junior, Mid range & Senior levels) fo...","artist, character animation, animation, 2d animation, animator, flash",Thiruvananthapuram,8-11Years,As per Industry Standards,70673971,IT Software : Software Products & Services,Others - other Industry,Graphic Designing/Animation/Web Designing,Web Designer,Any Graduate,Full Time,1.0
2D Animators - Adobe Flash Animate Or Cc,https://www.timesjobs.com/job-detail/2d-animators-adobe-flash-animate-or-cc-lumicel-animation-studios-thiruvananthapuram-8-to-11-yrs-jobid-ohROk8KuD5FzpSvf__PLUS__uAgZw==,Lumicel Animation Studios,"Job Details & How to ApplyLumicel Animation Studios is hiring talented and experienced 2D Digital Animators (Multiple Positions - Junior, Mid range & Senior levels) fo...","artist, character animation, animation, 2d animation, animator, flash",Thiruvananthapuram,8-11Years,As per Industry Standards,70673970,IT Software : Software Products & Services,Others - other Industry,Graphic Designing/Animation/Web Designing,Web Designer,Any Graduate,Full Time,1.0
2D Animators - Toon Boom Harmony,https://www.timesjobs.com/job-detail/2d-animators-toon-boom-harmony-lumicel-animation-studios-thiruvananthapuram-8-to-11-yrs-jobid-fCr__PLUS__wU5kZvFzpSvf__PLUS__uAgZw==,Lumicel Animation Studios,"Job Details & How to ApplyLumicel Animation Studios is hiring talented and experienced 2D Digital Animators (Multiple Positions - Junior, Mid range & Senior levels) fo...","artist, character animation, animation, 2d animation, animator",Thiruvananthapuram,8-11Years,As per Industry Standards,70673969,IT Software : Software Products & Services,Others - other Industry,Graphic Designing/Animation/Web Designing,Web Designer,Any Graduate,Full Time,1.0
2D Animation Consultant,https://www.timesjobs.com/job-detail/2d-animation-consultant-lumicel-animation-studios-thiruvananthapuram-10-to-13-yrs-jobid-Aps2RFRPRnhzpSvf__PLUS__uAgZw==,Lumicel Animation Studios,Job Details & How to ApplyLumicel Animation Studios is hiring an experienced Sr 2D Animation Consultant with expertise in 2D Cut-Out Animation & Rigging to join our te...,"rigging, artist, animation, consultant, 2d animation, animator, flash",Thiruvananthapuram,10-13Years,As per Industry Standards,70673968,IT Software : Software Products & Services,Others - other Industry,Graphic Designing/Animation/Web Designing,Consultant,Any Graduate,Full Time,1.0
Lalamove - Ios Engineer (User App),https://www.timesjobs.com/job-detail/lalamove-ios-engineer-user-app-lalamove-hong-kong-1-to-3-yrs-jobid-R__SLASH__nmNg1uhDJzpSvf__PLUS__uAgZw==,Lalamove,": iOS Engineer (User App)Location: Hong Kong, Hong Kong SARDepartment: Engineering  TechEmployment Type: Full-timeWork Arrangement: On-siteAt Lalamove, we believe in the power...","swift, objective c, xcode, mvc, mvvm architectures, unit testing, solid principle, rest, team player",Hong Kong,1-3Years,As per Industry Standards,70673938,IT Software : Software Products & Services,IT-Software,Software Engineer,Other IT Role,BE/ B.Tech (Engineering),Full Time,1.0
Lalamove - Data Analyst,https://www.timesjobs.com/job-detail/lalamove-data-analyst-lalamove-hong-kong-1-to-9-yrs-jobid-Vwm1xw37UkJzpSvf__PLUS__uAgZw==,Lalamove,"Position: Data AnalystLocation: Hong Kong, Hong Kong SARDepartment: BI and Platform OpsEmployment Type: Full-timeLocation: On-siteAt Lalamove, we believe in the power of commu...","data analysis, sql queries, data visualization, python scripting, business intelligence, hive, bi, data warehousing, mysql, rest, team player",Hong Kong,1-9Years,As per Industry Standards,70673927,IT Software : Software Products & Services,IT-Software,Software Engineer,Other IT Role,"Any Graduate, ME/ M.Tech./ MS (Engg/ Sciences)",Full Time,1.0
Senior Android Developer,https://www.timesjobs.com/job-detail/senior-android-developer-lalamove-hong-kong-6-to-9-yrs-jobid-Je__PLUS__cYfwnYuZzpSvf__PLUS__uAgZw==,Lalamove,"What you will do: You will drive new development on our Android platformYou will support development process for Android, from gathering design details and requirements to imp...","rest, mobile, mockito, java",Hong Kong,6-9Years,As per Industry Standards,70673918,IT Software : Software Products & Services,IT-Software,Software Engineer,Other IT Role,Any Graduate,Full Time,1.0
Senior Software Engineer - Backend,https://www.timesjobs.com/job-detail/senior-software-engineer-backend-lalamove-hong-kong-5-to-8-yrs-jobid-f3AEAyoBuKlzpSvf__PLUS__uAgZw==,Lalamove,Senior Software Engineer - Backend Hong Kong /Engineering  Tech /Full-timeLalamove is disrupting the logistics industry by connecting customers and drivers directly through ou...,"algorithms, senior software engineer, sql, security, java, software engineering, mysql, api, team player, php",Hong Kong,5-8Years,As per Industry Standards,70673915,IT Software : Software Products & Services,IT-Software,Software Engineer,Software Developer/ Programmer,Any Graduate,Full Time,1.0
"Web Developer ( Php, Wordpress, Joomla, Magento )",https://www.timesjobs.com/job-detail/web-developer-php-wordpress-joomla-magento-linuxbean-solution-pvt-ltd-indore-0-to-3-yrs-jobid-xRCn__PLUS__8liCP9zpSvf__PLUS__uAgZw==,Linuxbean Solution Pvt Ltd,"Company Description We are a leading Offshore Web Development Company in Central India ,Majorly in to Web Development and other Android and Ios Mobile Applications, We are gro...","css, wordpress, joomla, ajax, jquery, javascript, drupal, php, web development, html, mysql, magento",Indore,0-3Years,As per Industry Standards,70673914,IT Software : Software Products & Services,IT-Software,Software Engineer,Other IT Role,Any Graduate,Full Time,1.0
Web Developer (Php/Wordpress/Joomla/Magento),https://www.timesjobs.com/job-detail/web-developer-php-wordpress-joomla-magento-linuxbean-solution-pvt-ltd-indore-0-to-3-yrs-jobid-HWuoh6rYyWlzpSvf__PLUS__uAgZw==,Linuxbean Solution Pvt Ltd,"Company Description We are a leading Offshore Web Development Company in Central India ,Majorly in to Web Development and other Android and Ios Mobile Applications, We are gro...","css, wordpress, mvc architecture, joomla, ajax, javascript, jquery, oop, drupal, codeigniter, php, web development, mysql, html, magento",Indore,0-3Years,As per Industry Standards,70673913,IT Software : Software Products & Services,IT-Software,Software Engineer,Other IT Role,BE/ B.Tech (Engineering),Full Time,1.0
Mid Senior Level Php Developer,https://www.timesjobs.com/job-detail/mid-senior-level-php-developer-linuxbean-solution-pvt-ltd-indore-0-to-3-yrs-jobid-9VtuJjWU2zxzpSvf__PLUS__uAgZw==,Linuxbean Solution Pvt Ltd,"Company Description We are a leading Offshore Web Development Company in Central India ,Majorly in to Web Development and other Android and Ios Mobile Applications, We are gro...","css, wordpress, joomla, ajax, javascript, jquery, drupal, oops, codeigniter, php, web development, mysql, magento",Indore,0-3Years,As per Industry Standards,70673912,IT Software : Software Products & Services,IT-Software,Software Engineer,Other IT Role,"BCA (Computer Application), MCA/ PGDCA",Full Time,1.0
It Business Analyst ( Be),https://www.timesjobs.com/job-detail/it-business-analyst-be-linuxbean-solution-pvt-ltd-indore-0-to-3-yrs-jobid-sfubw77Ex0dzpSvf__PLUS__uAgZw==,Linuxbean Solution Pvt Ltd,"Company Description We are a leading Offshore Web Development Company in Central India ,Majorly in to Web Development and other Android and Ios Mobile Applications, We are gro...","project management, Business Analysis, business challenges",Indore,0-3Years,As per Industry Standards,70673904,IT Software : Software Products & Services,IT-Software,Business/Systems Analysis,Other IT Role,BE/ B.Tech (Engineering),Full Time,1.0
It Business Analyst,https://www.timesjobs.com/job-detail/it-business-analyst-linuxbean-solution-pvt-ltd-indore-0-to-3-yrs-jobid-hiLA9Wcg3zZzpSvf__PLUS__uAgZw==,Linuxbean Solution Pvt Ltd,"Company Description We are a leading Offshore Web Development Company in Central India ,Majorly in to Web Development and other Android and Ios Mobile Applications, We are gro...","odesk, elance, delivery management",Indore,0-3Years,As per Industry Standards,70673903,IT Software : Software Products & Services,IT-Software,Business/Systems Analysis,Other IT Role,"BE/ B.Tech (Engineering), MBA/ PGDM",Full Time,1.0
Cms- Wordpress Developer,https://www.timesjobs.com/job-detail/cms-wordpress-developer-linuxbean-solution-pvt-ltd-indore-0-to-3-yrs-jobid-lUhQZsQu4ZNzpSvf__PLUS__uAgZw==,Linuxbean Solution Pvt Ltd,"Company Description We are a leading Offshore Web Development Company in Central India ,Majorly in to Web Development and other Android and Ios Mobile Applications, We are gro...","wordpress, wordpress cms, joomla, database, shopify, web development, html",Indore,0-3Years,As per Industry Standards,70673898,IT Software : Software Products & Services,IT-Software,Software Engineer,Other IT Role,"BCA (Computer Application), MCA/ PGDCA",Full Time,1.0
Php / Wordpress Programmer,https://www.timesjobs.com/job-detail/php-wordpress-programmer-linuxbean-solution-pvt-ltd-indore-0-to-3-yrs-jobid-SM9cwCW__PLUS__RBtzpSvf__PLUS__uAgZw==,Linuxbean Solution Pvt Ltd,"Company Description We are a leading Offshore Web Development Company in Central India ,Majorly in to Web Development and other Android and Ios Mobile Applications, We are gro...","css, wordpress, joomla, ajax, javascript, jquery, drupal, oops, codeigniter, php, web development, mysql, magento",Indore,0-3Years,As per Industry Standards,70673897,IT Software : Software Products & Services,IT-Software,Software Engineer,Other IT Role,"BCA (Computer Application), MCA/ PGDCA",Full Time,1.0
Web Developer (Php/Wordpress/Joomla/Magento),https://www.timesjobs.com/job-detail/web-developer-php-wordpress-joomla-magento-linuxbean-solution-pvt-ltd-indore-0-to-3-yrs-jobid-d__PLUS__UcBGoqkUtzpSvf__PLUS__uAgZw==,Linuxbean Solution Pvt Ltd,"Company Description We are a leading Offshore Web Development Company in Central India ,Majorly in to Web Development and other Android and Ios Mobile Applications, We are gro...","css, wordpress, mvc architecture, joomla, ajax, javascript, jquery, oop, drupal, codeigniter, php, web development, mysql, html, magento",Indore,0-3Years,As per Industry Standards,70673896,IT Software : Software Products & Services,IT-Software,Software Engineer,Other IT Role,BE/ B.Tech (Engineering),Full Time,1.0
Php / Wordpress Programmer,https://www.timesjobs.com/job-detail/php-wordpress-programmer-linuxbean-solution-pvt-ltd-indore-0-to-3-yrs-jobid-1voMv1hg__SLASH__jVzpSvf__PLUS__uAgZw==,Linuxbean Solution Pvt Ltd,"Company Description We are a leading Offshore Web Development Company in Central India ,Majorly in to Web Development and other Android and Ios Mobile Applications, We are gro...","css, wordpress, joomla, ajax, javascript, jquery, drupal, oops, codeigniter, php, web development, mysql, magento",Indore,0-3Years,As per Industry Standards,70673895,IT Software : Software Products & Services,IT-Software,Software Engineer,Other IT Role,"BCA (Computer Application), MCA/ PGDCA",Full Time,1.0
Web Designer,https://www.timesjobs.com/job-detail/web-designer-linuxbean-solution-pvt-ltd-indore-0-to-3-yrs-jobid-5CdtApCJmD5zpSvf__PLUS__uAgZw==,Linuxbean Solution Pvt Ltd,"Company Description We are a leading Offshore Web Development Company in Central India ,Majorly in to Web Development and other Android and Ios Mobile Applications, We are gro...","css, wordpress, mobile, joomla, bootstrap, javascript, jquery, drupal, php, web development, html, web designing, magento",Indore,0-3Years,As per Industry Standards,70673894,IT Software : Software Products & Services,IT-Software,Software Engineer,Web Designer,"BE/ B.Tech (Engineering), MCA/ PGDCA",Full Time,1.0
Website Designer - It,https://www.timesjobs.com/job-detail/website-designer-it-linuxbean-solution-pvt-ltd-indore-0-to-3-yrs-jobid-sNsq72ruIAZzpSvf__PLUS__uAgZw==,Linuxbean Solution Pvt Ltd,"Company Description We are a leading Offshore Web Development Company in Central India ,Majorly in to Web Development and other Android and Ios Mobile Applications, We are gro...","css, wordpress, mobile, bootstrap, javascript, jquery, web technologies, web development, html, web designing, mvc",Indore,0-3Years,As per Industry Standards,70673893,IT Software : Software Products & Services,IT-Software,Software Engineer,Other IT Role,Any Graduate,Full Time,1.0
Web Designer,https://www.timesjobs.com/job-detail/web-designer-linuxbean-solution-pvt-ltd-indore-0-to-3-yrs-jobid-z7sydcXvb__PLUS__5zpSvf__PLUS__uAgZw==,Linuxbean Solution Pvt Ltd,"Company Description We are a leading Offshore Web Development Company in Central India ,Majorly in to Web Development and other Android and Ios Mobile Applications, We are gro...","css, mobile, bootstrap, javascript, jquery, java, web development, html, web designing",Indore,0-3Years,As per Industry Standards,70673892,IT Software : Software Products & Services,IT-Software,Software Engineer,Web Designer,"BE/ B.Tech (Engineering), MCA/ PGDCA",Full Time,1.0
Php / Wordpress Programmer,https://www.timesjobs.com/job-detail/php-wordpress-programmer-linuxbean-solution-pvt-ltd-indore-0-to-3-yrs-jobid-2Mo8joC4t5xzpSvf__PLUS__uAgZw==,Linuxbean Solution Pvt Ltd,"Company Description We are a leading Offshore Web Development Company in Central India ,Majorly in to Web Development and other Android and Ios Mobile Applications, We are gro...","css, wordpress, joomla, ajax, javascript, jquery, drupal, oops, codeigniter, php, web development, mysql, magento",Indore,0-3Years,As per Industry Standards,70673886,IT Software : Software Products & Services,IT-Software,Software Engineer,Other IT Role,"BCA (Computer Application), MCA/ PGDCA",Full Time,1.0
Mid Senior Level Php Developer,https://www.timesjobs.com/job-detail/mid-senior-level-php-developer-linuxbean-solution-pvt-ltd-indore-0-to-3-yrs-jobid-rKCscqSbs1dzpSvf__PLUS__uAgZw==,Linuxbean Solution Pvt Ltd,"Company Description We are a leading Offshore Web Development Company in Central India ,Majorly in to Web Development and other Android and Ios Mobile Applications, We are gro...","css, wordpress, joomla, ajax, javascript, jquery, drupal, oops, codeigniter, php, web development, mysql, magento",Indore,0-3Years,As per Industry Standards,70673885,IT Software : Software Products & Services,IT-Software,Software Engineer,Other IT Role,"BCA (Computer Application), MCA/ PGDCA",Full Time,1.0
Web Developer (Php/Wordpress/Joomla/Magento),https://www.timesjobs.com/job-detail/web-developer-php-wordpress-joomla-magento-linuxbean-solution-pvt-ltd-indore-0-to-3-yrs-jobid-4Lw8d249waxzpSvf__PLUS__uAgZw==,Linuxbean Solution Pvt Ltd,"Company Description We are a leading Offshore Web Development Company in Central India ,Majorly in to Web Development and other Android and Ios Mobile Applications, We are gro...","css, wordpress, mvc architecture, joomla, ajax, javascript, jquery, oop, drupal, codeigniter, php, web development, mysql, html, magento",Indore,0-3Years,As per Industry Standards,70673884,IT Software : Software Products & Services,IT-Software,Software Engineer,Other IT Role,BE/ B.Tech (Engineering),Full Time,1.0
Web Developer (Php/Wordpress/Joomla/Magento),https://www.timesjobs.com/job-detail/web-developer-php-wordpress-joomla-magento-linuxbean-solution-pvt-ltd-indore-0-to-3-yrs-jobid-d3iN__PLUS__pBP06FzpSvf__PLUS__uAgZw==,Linuxbean Solution Pvt Ltd,"Company Description We are a leading Offshore Web Development Company in Central India ,Majorly in to Web Development and other Android and Ios Mobile Applications, We are gro...","css, wordpress, mvc architecture, joomla, ajax, javascript, jquery, oop, drupal, codeigniter, php, web development, mysql, html, magento",Indore,0-3Years,As per Industry Standards,70673883,IT Software : Software Products & Services,IT-Software,Software Engineer,Other IT Role,BE/ B.Tech (Engineering),Full Time,1.0
Mid Senior Level Php Developer,https://www.timesjobs.com/job-detail/mid-senior-level-php-developer-linuxbean-solution-pvt-ltd-indore-0-to-3-yrs-jobid-YPCz__PLUS__L05ogVzpSvf__PLUS__uAgZw==,Linuxbean Solution Pvt Ltd,"Company Description We are a leading Offshore Web Development Company in Central India ,Majorly in to Web Development and other Android and Ios Mobile Applications, We are gro...","css, wordpress, joomla, ajax, javascript, jquery, drupal, oops, codeigniter, php, web development, mysql, magento",Indore,0-3Years,As per Industry Standards,70673881,IT Software : Software Products & Services,IT-Software,Software Engineer,Other IT Role,"BCA (Computer Application), MCA/ PGDCA",Full Time,1.0
Software Developer / Programmer,https://www.timesjobs.com/job-detail/software-developer-programmer-linuxbean-solution-pvt-ltd-indore-0-to-3-yrs-jobid-baZeQ3yo__SLASH__3JzpSvf__PLUS__uAgZw==,Linuxbean Solution Pvt Ltd,"Company Description We are a leading Offshore Web Development Company in Central India ,Majorly in to Web Development and other Android and Ios Mobile Applications, We are gro...","css, wordpress, joomla, ajax, javascript, jquery, drupal, oops, codeigniter, php, web development, mysql, magento",Indore,0-3Years,As per Industry Standards,70673879,IT Software : Software Products & Services,IT-Software,Software Engineer,Software Developer/ Programmer,"BCA (Computer Application), MCA/ PGDCA",Full Time,1.0
